texto,label_real,label_texto,predicao
Esse BANDIDO LADRÃO...NUNCA era.pra ter sido solto...pois um VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO... IMAGINA DE UM PAIS. ACORDA BRASIL...NOSSA BANDEIRA É VERDE E AMARELA... NÃO VERMELHA DO COMUNISMO. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💓💓💓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,Ofensivo,Ofensivo
Nojenta! Lava a boca pra falar do nosso Presidente!,1,Ofensivo,Ofensivo
Sempre muito inteligentes as analogias de janaina,0,Não-ofensivo,Erro
Não consigo entender...o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz....dá nojo esse tipo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮homem irritante...sem noção esse lula ladrão,1,Ofensivo,Ofensivo
"Amém Jesus, isso que a palavra do Deus dessas pessoas prega",0,Não-ofensivo,Ofensivo
@novaesnt dois caras legais né?,0,Não-ofensivo,Erro
Eu amo presi 💙,0,Não-ofensivo,Erro
Vai trabalhar vagabundo ladrão,1,Ofensivo,Erro
👏👏👏👏👏👏👏👏muito bom ! Isso mesmo .essa globo é um lixo podre !,1,Ofensivo,Ofensivo
Meu Deus onde vamos parar com essa quadrilha ?😱,1,Ofensivo,Erro
Ela não é a mais bonita do mundo. É só um concurso e muito mimimi,1,Ofensivo,Ofensivo
Parabéns Dep. Eduardo Bolsonaro ..esse hospital é referência até pra nós aqui de Minas...eu mesmo já fiquei internado aí 3 dias e sai bem...Graças a Deus,0,Não-ofensivo,Erro
Esse cara fala besteira demais....Se ele manter a bica fechada com certeza vai ganhar muito mais.,1,Ofensivo,Ofensivo
Vamos continuar lutando,0,Não-ofensivo,Erro
"Meu Deus!! Que foto, que dupla ❤️⭐👊",0,Não-ofensivo,Erro
Que maravilha!! Graças a Deus!!,0,Não-ofensivo,Erro
"Isso é crime contra a nação, e tem fdp que ainda vota nesses canalhas.",1,Ofensivo,Ofensivo
Pastor do diabo,1,Ofensivo,Erro
Haddad não vão pra rua protestar porque diminuíram verba da educação pra aumentar fundo eleitoral?? É a mesma educação do outro protesto.,0,Não-ofensivo,Não-ofensivo
"Ele não tem cacife para ser um representante do Povo,ele não tem capacidade intelectual de exercer cargos públicos. #ForaDeputadoTadeu",1,Ofensivo,Ofensivo
@marcelapsiqueira @edu_mourao Olha essa menina discursando na ONU. Eu a sigo no Insta faz um tempo já 👊🏼,0,Não-ofensivo,Ofensivo
Os dois não prestam,1,Ofensivo,Erro
Para o alto e avante Brasil 🇧🇷👊🏻👊🏻👊🏻,0,Não-ofensivo,Erro
Absurdo! Linda fala ❤️,0,Não-ofensivo,Erro
"@matthews_salles Errar é humano, persistir no êrro, é burrice! Vai se preparando q o seu choro ñ demora",1,Ofensivo,Ofensivo
A educação ainda vai mudar este país!,0,Não-ofensivo,Erro
Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara.,1,Ofensivo,Ofensivo
"Ouvir um comentario desses desse grande jornalista econonico , é pra nos encher de orgulho. 💞👏👏👏🇧🇷",0,Não-ofensivo,Erro
Existe violencia com todo mundo e nao somente contra mulher... violência eh violência!,0,Não-ofensivo,Não-ofensivo
"@relca_59 você é fraquejada, não se encaixa como mulher",1,Ofensivo,Ofensivo
"A globo news está divulgando que o partido união Brasil vai expulsar o deputado, se preocupe não Brandão, no PL tem vaga para vc i é requisito",1,Ofensivo,Ofensivo
Aí depois dela Bolosolixo. É um péssimo dia para existir,1,Ofensivo,Erro
História nacional,0,Não-ofensivo,Erro
Linda e inteligente.,0,Não-ofensivo,Erro
Sei fora boneca do chuck,1,Ofensivo,Erro
Sempre vale a pena te ouvir!,0,Não-ofensivo,Erro
Lula lixo 🗑,1,Ofensivo,Erro
Em qual o horário? Em que emissora? Me digam por favor!! Obg!!!,0,Não-ofensivo,Erro
"Deputada com certeza a sua massa cinzenta não foi feita para separar o par de orelhas. Está na constituição sim, manifestações são livres e podem sim serem feitas e em locais públicos, independente de autorização - Artigo QUINT0 parágrafo XVI. Fale com lisura, pare de mentiras.",1,Ofensivo,Ofensivo
"Se vc gosta tanto dele como disse aos 7 cantos ate pouco tempo atrás pq não vai e fala pessoalmente com ele sobre isso, ao invés de fazer postagem em rede social? Pq vc não foca no seu trabalho e mostra o que está fazendo com documentos, pra não ficar dúvidas? Está insuportável a política no Brasil. E pelos comentários, se der poder pra qualquer pessoa o cenário não vai mudar muito. Quem detém algum poder só pensa em si próprio.",0,Não-ofensivo,Ofensivo
Uau que legal ! Excelente,0,Não-ofensivo,Não-ofensivo
Ridículo. Jornalista não é gente.,1,Ofensivo,Ofensivo
"Todos sabemos a verdade, vcs não enganam ninguém",1,Ofensivo,Erro
"Joice vai se converter , pois aqui se planta eaqui se colhe se o cara ta plantando ele vai colher o que plantou , cuida do seu plantio , e Janaina também e assim todos nós , essa lei ninguém revoga ! Plantar e colher , faça a escolha de boas sememte !",0,Não-ofensivo,Não-ofensivo
"Que absurdo fizeram com ela,o Brasil precisa de você,e está fazendo um ótimo trabalho,indo atrás de pedófilos que estupram até bebês.",0,Não-ofensivo,Ofensivo
Mulher idiota,1,Ofensivo,Erro
Mudou de opinião em 6 meses. Joice é uma das figuras mais asquerosas essa política🤮,1,Ofensivo,Ofensivo
Sem vergonha trate do seu País o nosso temos Bolsonaro@,1,Ofensivo,Ofensivo
"Mas é uma pirralha mesmo. Sair por aí em defesa do meio ambiente naquele barco com todo conforto até eu iria. É óbvio que ela não está sozinha nessa. Tem muitos adultos nos bastidores, muito bem intencionados. Fato!",1,Ofensivo,Não-ofensivo
Toda forma de protestos pacíficos e ordeiros são permitidos pela constituição brasileira!!!! Não venha com essa ladainha de ato anti democrático que isso não cola,1,Ofensivo,Ofensivo
Essa globo é lixo mesmo 😠😠😠😠,1,Ofensivo,Erro
"Esse enbuste de satanas nao morreu e quer matar o trabalhador , inseto repuginante",1,Ofensivo,Ofensivo
Essa mente na cara dura. devolver o dinheiro roubado dos aposentados nada,1,Ofensivo,Ofensivo
"Esse elemento não fala uma frase sem insultar, desprezar e desmerecer algo ou alguma coisa. Que tipo de mulher criou essa criatura.",1,Ofensivo,Ofensivo
É um gagá... só fala asneira!,1,Ofensivo,Erro
"Deixando de seguir, pq @joicehasselmannoficial so perde tempo implicando com os bolsonaros...3...2..1...fui!",0,Não-ofensivo,Ofensivo
"Nao defendo o Bolsonaro, mas a verdade seja dita. Quem faz lei é o legislativo, o presidente, mesmo se vetar ainda poder ser sancionada pelos deputados.",0,Não-ofensivo,Não-ofensivo
Meu Deus!!! enquanto Greta falava meus olhos foram enxendo d'agua,0,Não-ofensivo,Erro
Foi a Miss Universo edição 2015!,0,Não-ofensivo,Erro
Isso é incitar o ódio devia ser preso só poriço,1,Ofensivo,Ofensivo
"Ele nao viveu o,AI-5...",0,Não-ofensivo,Erro
É realmente uma resposta à luta de tantas mulheres e homens pela democratização dos espaços. Me sinto contente e revigorada para continuar nesta luta.👏👏👏👏👏,0,Não-ofensivo,Erro
Pior que mãe ainda rir 🤑,0,Não-ofensivo,Erro
Hipocrisia Pura😡😡,1,Ofensivo,Erro
"Que tiro no pé essa “”liberdade”” do Vagabundo, agora ele não tem mais o vitimismo de preso político e onde vai e vaiado, sem falar da chuva de ovo... o povo acordou Dna, Gleisi, Lula e apenas um defunto putrefato!",1,Ofensivo,Ofensivo
@tatis.ambiente os assessores do Instagram da deputada já me explicaram fica em paz irmão,0,Não-ofensivo,Erro
"Isso cara não é pastor,e sim um charlatão 🍊🍊🐂",1,Ofensivo,Ofensivo
Assustador. Demoníaco.,1,Ofensivo,Erro
Deus abençoe que dê tudo certo!,0,Não-ofensivo,Erro
Um absurdo é o povo não manifestar nas ruas.,0,Não-ofensivo,Erro
"Que coisa horrorosa, nunca teve conteúdo mesmo. Deprimente esse programa.",1,Ofensivo,Ofensivo
É melhor ouvir besteira do que ser surda.,1,Ofensivo,Ofensivo
E aí? O vídeo comprovou que era vdd...,0,Não-ofensivo,Erro
"A esquerda fala o que quer e as ""autoridades da justiça"" nada fazem.",0,Não-ofensivo,Ofensivo
Amo você! Meu Presidente! ❤️,0,Não-ofensivo,Erro
"Continuo contra! Pode ser negra, polonesa, freira, macumbeira ou miss Piraquara. Sou contra!",1,Ofensivo,Ofensivo
Hipócrita esta senhorinha bachelet,1,Ofensivo,Erro
"Esse que é o bandido ladrão do Lula é terrorista que quer conseguir o PODER na marra, isso foi que esse maldito STF fez com o nosso Brasil. E tem mais uma coisa que esse STF está recebendo ordem do maldito PT, porque a maioria dos Ministros são PETISTAS e seu Presidente foi advogado do PT.",1,Ofensivo,Ofensivo
"Obrigado Presidente Jair Bolsonaro Pelo Seu Apoio, Creio que Voltara Para Guiar Essa Nação 💙💙🇧🇷🇧🇷🇧🇷🇧🇷",0,Não-ofensivo,Não-ofensivo
"Se gritar pega ladrao, nao fica um",1,Ofensivo,Erro
"E prega que devemos amar o próximo! Bando de hipócrita, governo de idiotas!",1,Ofensivo,Ofensivo
Que foto da porra meu amigo,0,Não-ofensivo,Erro
Vcs são perfeitos,0,Não-ofensivo,Erro
"Janaína Paschoal tem razão, os filhos do presidente tem que pensar pra falar, o pai está sofrendo por causa dos filhos! Põe uma trava na língua!",0,Não-ofensivo,Ofensivo
Um quase presidente e o outro quase um apresentador... só que não,1,Ofensivo,Erro
Esse nem o capeta quer. Hahah🔥🔥🔥🔥🔥,1,Ofensivo,Erro
👏👏👏👏👏👏 a direita avançando 🔥❤️,0,Não-ofensivo,Erro
Vai cagar bolsadefezes,1,Ofensivo,Erro
Maravilha. Alagoas precisa de escolas desse porte.,0,Não-ofensivo,Erro
Menina que vive no capitalismo querendo o socialismo pra os outros....pirralha mesmo,1,Ofensivo,Ofensivo
"E corrupcao e o que, que matou milhares de brasileiros com roubalheira do dinheiro do povo?",1,Ofensivo,Ofensivo
So lixo usando a bíblia e a palavra de Deus. Esse pavão misterioso não se emenda. Jurista???,1,Ofensivo,Ofensivo
Cana nesse pinguço ladrão!,1,Ofensivo,Erro
"Deus tem propósito na vida do Lula . A missão faz parte até as dores . O povo precisava entender o que realmente é uma luta de direitos . Que não foi fácil essa briga para garantir esses avanços que tivemos . É necessário perder para entender e agradecer . Muitos acham que tem direito a casa , só pelo fato de ter direito na constituição. E esquecem que passaram décadas sendo feito de gado pela elite .",0,Não-ofensivo,Não-ofensivo
@cristianscottd me fala 15 coisas boas pro pobre que ele fez em um ano?,0,Não-ofensivo,Erro
"Esses vermes fala todo dia desse derramamento de óleo, não por preocupação ambiental é para tentar ferrar o governo!",1,Ofensivo,Ofensivo
Amada Damares coloca o nome deste maldito que assim podemos saber quem o monstro!!! Mas também ele que vá pro inferno !! O IMPORTANTE É QUE NÓS ESTAMOS COM A SENHORA!!!!! GRANDE MINISTRA DAMARES!!!! A cada dia que passa mais Apaixonada pelo Nosso Presidente Bolsonaro e sua Equipe!!!!!🇧🇷❤️😍,1,Ofensivo,Ofensivo
Foi esse boy que o Brasil perdeu 😔,0,Não-ofensivo,Erro
"Joice tem lutado bravamente para aprovação de projeto de prisão em segunda instância e contra o aumento do fundo eleitoral, coisa que nenhum Bolsonaro tem feito. Sou mais Joice.",0,Não-ofensivo,Erro
"Achei foi pouco...pra essa Joice,os inimigos de Bolsonaro, Deus vai abater um por um e contra o Poder de Deus não há defesa!",1,Ofensivo,Ofensivo
"Olha o Tipo de ""gente""...braço direito de satã!!!",1,Ofensivo,Ofensivo
"Ah eu adoro mesmo. Estamos esperando o Lula tomar propriedades e colocar moradores de rua nelas. Se vc tem uma casa com três cômodos, se cuide. Os "" comunas "" estão chegando",1,Ofensivo,Ofensivo
A bolsa Argentina já respondeu as primarias com 30% de queda hj.,0,Não-ofensivo,Não-ofensivo
"Ele não está caduco, não! Ele sempre foi nojento!",1,Ofensivo,Ofensivo
Coronéis FDP. vai tomar no cu,1,Ofensivo,Ofensivo
"Minha filha estudou em colégio militar a vida toda, desde o pré e sinceramente foi a melhor opção que nos fizemos. Só orgulho de completar a educação dela dentro do que é ter ordem e disciplina.",0,Não-ofensivo,Erro
Qualquer um de nós está sujeito acessa pena! E sem saber se está publicando fake News!! Não tem definição exata!!!!,0,Não-ofensivo,Ofensivo
Seria mta ingratidão não lembrar do Queiroz,0,Não-ofensivo,Erro
"Vagabundo, safado! ...incentivando o vandalismo. 😡",1,Ofensivo,Ofensivo
"Brota em mim @marcofeliciano , eu e tu, no mano a mano. Verme",1,Ofensivo,Ofensivo
"Leva ele pra junto do Adélio , está louco kkkkkk",1,Ofensivo,Ofensivo
Mas gente vcs sao contra ou a favor do presidente? tanta coisa q todo mundo fala acho q nal precisa continuar postando deixa q a globo faz isso,0,Não-ofensivo,Não-ofensivo
Parabéns ao presidente Lulaaaaa pela escolha!,0,Não-ofensivo,Não-ofensivo
Pena que é uma lei que não leva benefício nenhum às famílias de autista pois não leva terapias atendimentos etc só da visibilidade ao filho dele que diga-se de passagem não tem a realidade da maioria das famílias de autistas,0,Não-ofensivo,Não-ofensivo
Essa gentalha tirando uma de vítima. Vão derrubar Já já. Coitados. Deus é Deus!,1,Ofensivo,Ofensivo
"Infelizmente o governo mundial olha e faz cara de foda-se . Eles não ligam , eles não se importam. APENAS. 🤭🤦🏻‍♀️😥",1,Ofensivo,Ofensivo
Parabéns os pacientes do HB agradece,0,Não-ofensivo,Não-ofensivo
Estou muito feliz e otimista com o Presidente que terá meu voto novamente.,0,Não-ofensivo,Não-ofensivo
Essa zinha aí é TRAÍRA,1,Ofensivo,Ofensivo
Cai fora o Brasil não precisa de você,1,Ofensivo,Erro
Fãs do Queiroz não faltam 🤣🤣🤣🤣,0,Não-ofensivo,Erro
As mulheres maravilhosas. ❤️❤️❤️👏👏👏,0,Não-ofensivo,Erro
Só que Carla você tem princípios e não se vendeu desta forma vergonhosa.Não se compara você a está traíra,1,Ofensivo,Ofensivo
"Elon Musk faz mais que toda direita junta, e o melhor, a custo zero",0,Não-ofensivo,Erro
Boa noite par vocês dois,0,Não-ofensivo,Não-ofensivo
@zoo.master44 verdade foi assim que moro se tornou ministro da justiça 😉,0,Não-ofensivo,Ofensivo
A LUTA CONTINUA 🕊🕊L.L.,0,Não-ofensivo,Erro
Esse velho tá louco,1,Ofensivo,Erro
Deixem seu pai trabalhar em paz 🙌,0,Não-ofensivo,Erro
Dificil é tirar o pt da mente dos esquerdopratas,1,Ofensivo,Ofensivo
"Seria um SONHO , se eu pudesse pegar suas mãozinhas , as mãozinhas do coleguinha, e fizesse vocês pedirem desculpas um ao outro , darem um abraço e voltarem a brincar no pátio... Seria um sonho de decência ! Engraçado eu ter que ensinar isso pras minhas crianças todos os dias, pra elas virarem adultos e fazerem tudo errado ! Parabéns ! Vocês foram eleitos como os coleguinhas mais difíceis da turma !👏",0,Não-ofensivo,Ofensivo
Como é que pode um cara desses falando do juiz Moro? Falta de respeito. Devia criar vergonha na cara,1,Ofensivo,Ofensivo
discurso muito .mas ela se esquece que tem muita gente empenhado em salvar o planeta viu greta,0,Não-ofensivo,Não-ofensivo
Não é no sul que os argentinos tiram férias?,0,Não-ofensivo,Erro
Igual aos brasileiros fugindo para Portugal esquerdista? Porque é o que tá rolando em alta.,0,Não-ofensivo,Ofensivo
"A mãe ainda ri. Que merda de gente, cara!",1,Ofensivo,Erro
Da pra botar uma pá de petezada na cadeia então...,1,Ofensivo,Ofensivo
Que louco este maluco,1,Ofensivo,Erro
"Cidadão de bem, igual@muitos por aí... nojo",1,Ofensivo,Ofensivo
Como elegeram esse senhor??🤮🤮🤮,0,Não-ofensivo,Ofensivo
O menino de vó vai deixar vovó na papuda bozo na cadeia,1,Ofensivo,Ofensivo
a hipocrisia e uma coisa terrivel que faço questao de jogar na cara dos esquerdopatas q atacam a ministra,1,Ofensivo,Ofensivo
Vai se tratar,1,Ofensivo,Erro
"@marcofeliciano e aí anjo, só pra eu entender: vc acha que é troxa assim, ou só seu eleitorado mesmo?",1,Ofensivo,Ofensivo
Que baita dupla!! 😍😍,0,Não-ofensivo,Não-ofensivo
"😂😂😂 o que fazemos, recebemos! Seja o que for.",0,Não-ofensivo,Erro
"Lula não trabalha, só viaja, gasta o dinheiro do povo , aumentou os impostos,dorme e acorda pensando em Bolsonaro , tá precisando né de um psiquiatra, se ele não espirrar da presidência ,vai tirar os quatro anos só perseguindo Bolsonaro 😂😂🇧🇷🇧🇷",1,Ofensivo,Ofensivo
Tem que pegar o cara que escreveu essa matéria a dar um taca nesse verme. Bater nele até ele perder o caminho de casa. Prender ele na cadeia e quando soltar ele lá dizer que ele estuprador aí ele vai aprender a dar valor.,1,Ofensivo,Ofensivo
"Num mundo ,Onde uma menina manipulada vira marionete ,na mão de pessoas com terceiras intenções , não tem muito que discutir.",1,Ofensivo,Ofensivo
Joice Rasselman é uma maluca,1,Ofensivo,Erro
"Já q é burro Bozo, peça alguém de confiança, não da família lógico, para interpretar o q vai assinar canalha",1,Ofensivo,Ofensivo
"Eu sou negro e só vejo racismo de sua boca podre sua Negra, agora me diga que eu sou racista.",1,Ofensivo,Ofensivo
O mais legal foi a Leda para o lobao: Você tá sóbrio?,0,Não-ofensivo,Erro
"O Brasil está no caminho certo, tem de ter uma atenção no sistema montado anteriormente, o congresso e parte do STF ainda está atrasando o Brasil",0,Não-ofensivo,Não-ofensivo
@debora_martina___ 92% é justo aonde kkkk,0,Não-ofensivo,Erro
@joell2553 porra velho a sua tá dando pra outro e trocando sua geriátrica 😂😂😂😂,1,Ofensivo,Ofensivo
A beleza dela transborda através das palavras que pronuncia.,0,Não-ofensivo,Erro
Que maravilha! Essas conversas são serviço público!,0,Não-ofensivo,Erro
"@fernandohaddadoficial, é sério que vc criou um grupo de estudos para manter a isenção para pastores? É, estamos reféns dessa turma mesmo. Vc dá isenção a eles e vai cobrar o que faltar de nós, parece até brincadeira. Esse país não é para amadores. Se der isenção a essa gente meu voto não tem nunca mais, simples assim.",1,Ofensivo,Ofensivo
"Deus abençoe, que muitosss sejam beneficiados..",0,Não-ofensivo,Erro
#stféumavergonhanacional,1,Ofensivo,Erro
"As se.eu fosse mãe de uma criança dessa, ele ia ver com quantos paus se faz um barco.",1,Ofensivo,Ofensivo
Se apertar mais um pouquinho aparece mais gente .,0,Não-ofensivo,Erro
Meus dois crushs Haddad e Freixo 💕,0,Não-ofensivo,Erro
Vamos abaixar essa remessa conforme aí meu brother.,0,Não-ofensivo,Erro
AVANÇA BOLSONARO🇧🇷🇧🇷DEUS ESTÁ NA FRENTE🙌🙏NÃO OLHE PARA OS ADVERSÁRIOS PQ DEUS VOS DARÁ MUITAS VITÓRIAS EM NOME DE JESUS CRISTO AMÉM 🙌🙏🇧🇷🇧🇷❤️EU ACREDITO NA MELHORIA DO BRASIL🇧🇷,0,Não-ofensivo,Ofensivo
"Feliciano é um asqueroso, ser desprezível 🤮🤮🤮",1,Ofensivo,Ofensivo
Essa repórter pau mandado da GLOBO LIXO só fala merda. E o caso Celso Daniel a globo não fala nada .🤮,1,Ofensivo,Ofensivo
Tinha que ser todos presos,1,Ofensivo,Erro
haddad e freixo ❤️ futuro do brasil,0,Não-ofensivo,Erro
"Estava falando sobre ele hoje com a minha mãe, fico feliz em saber que ele está se recuperando",0,Não-ofensivo,Erro
"Pensando na geopolítica atual, é muito estranho esse tipo de parceria…",0,Não-ofensivo,Não-ofensivo
Esquerdista ordinária e safada,1,Ofensivo,Erro
"Usaram a menina como escuto para reclamar do capitalismo, coitada da garota",0,Não-ofensivo,Ofensivo
Eu não aguento mais olhar essa cara lavada do luladrão,1,Ofensivo,Ofensivo
"Tá mais agora o governo federal tem que tomar providências urgente. Crianças, pessoas estão com problemas respiratório. Manuela precisamos de ajuda. Tal qual a pandemia .",0,Não-ofensivo,Não-ofensivo
O meu Patrono e o meu Presidente! ❤,0,Não-ofensivo,Erro
E TEM CEGO QUE NÃO VÊ QUE PURA ARMAÇÃO DESSES GOLPISTAS CANALHAS.,1,Ofensivo,Ofensivo
"Esse ta precisando ser internado , isso não é normal ..lixo",1,Ofensivo,Ofensivo
João Gordo é uma personalidade muito forte e faz muita falta na TV aberta,0,Não-ofensivo,Erro
"Parabéns deputada, vc é foda!🙌🏻🙏🏻👉🏻",0,Não-ofensivo,Erro
Lula na presidência da republica,0,Não-ofensivo,Erro
Discurso de ódio 😴,0,Não-ofensivo,Erro
Só podia ser da Globolixo mesmo! Esse povinho não cansa de passar vergonha. Lastimável!🧐,1,Ofensivo,Ofensivo
Existe alguém mais atrasado do que o lula,1,Ofensivo,Erro
O problema dela é que a tetinha secou,1,Ofensivo,Erro
"venho encarecidamente pedir o seu apoio, pois as vítimas de acidente de trânsito estão padecendo com as indenizações do seguro DPVAT suspensas , milhares de pessoas precisa desse seguro para se reestabelecer depois das fatalidades. O seguro é de grande importância para todos aqueles que estão sequelados e com suas funções laborais reduzidas permanente .",0,Não-ofensivo,Não-ofensivo
Reajuste injusto ! Será essa a política atual ? Não será pai dos pobres ... daqui a pouco se continuar assim será pai dos miseráveis. Queremos um reajuste justo !!! Os Aposentados e pensionistas desse Brasil estão sempre injustiçados... entra governo e sai governo e nada muda !! Só pioram as coisas . Desse jeito não vale a pena contribuir p previdência... pois o salário é de fome e o reajuste salarial o menor possível . Esse é o Brasil justo que o senhor nos prometeu???,1,Ofensivo,Ofensivo
"Tenho engulhos desse covarde,canalha que escreveu isso sobre essa Ministra tão querida e Amanda!ele devia ser entregue a nós mulheres, nós íamos fazer uma massagem daquelas nele😂💪",1,Ofensivo,Ofensivo
Meu deus isso é nojento,1,Ofensivo,Erro
👏 parabéns Brasil estamos juntos,0,Não-ofensivo,Não-ofensivo
👊 q murro no estômago ✌😨,0,Não-ofensivo,Erro
Que nojo ver esse cachaceiro falar,1,Ofensivo,Erro
Quando puder façam uma homenagem aos Armênios que tambén foram perseguidos e massacrados na 2 guerra mundial.,0,Não-ofensivo,Não-ofensivo
Vcs sabem quem está financiando a marionete??,1,Ofensivo,Erro
@manueladavila querida e que grande @jeferson.tenorio.9 ! Avesso da Pele é também um grande presente para qualquer data.,0,Não-ofensivo,Não-ofensivo
"Eu quero gente honesta e competente na política e não importa o gênero, a cor, a raça, se é gay se é hetero, etc. Temos que ter políticos honestos e competentes, isso é o que importa",0,Não-ofensivo,Erro
"Globolixo sendo globolixo, mentem descaradamente. Está Leilane e um nojo, mentirosa contumais.",1,Ofensivo,Ofensivo
Deputado. A operação LAVA JATO Começou com a PCDF. Você é policial também. Não nos abandone. A PCDF ESTÁ há dez anos sem REAJUSTE salarial. Edite a MEDIDA PROVISÓRIA com nosso REAJUSTE. Já há previsão orçamentária para 2019. os policiais foram seus cabos eleitorais.,0,Não-ofensivo,Ofensivo
"Que texto baixo, enojante. Esse pessoal da esquerda tá cada vez pior...",1,Ofensivo,Ofensivo
Desespero da globolixo,1,Ofensivo,Erro
"E ainda tem muitos dos trabalhadores que votaram nele, menospreza Lula, e diz que Bolsonaro é o rei da cocada preta.",0,Não-ofensivo,Ofensivo
@lauraisv tá ofendendo seu país aqui amiga,0,Não-ofensivo,Ofensivo
"Leda nagle , jornalista de conceito.👍👏👏👏",0,Não-ofensivo,Não-ofensivo
"O governo precisa estar alerta para a greve dos caminhoneiros, a chance é alta e seria um grande estrago.",0,Não-ofensivo,Erro
Esse lixo... Um verdadeiro canalha...,1,Ofensivo,Ofensivo
"É um velho rico, famoso e escroto pra caramba e as pessoas vêm isso como brincadeira. Fala sério.🙄🤮",1,Ofensivo,Ofensivo
Não. Têm que falar sim. Oque fortalece a esquerda é vocês criticarem o presidente e seus aliados. Isto é de uma enorme burrice.,1,Ofensivo,Ofensivo
Vagabunda safada👊👊👊,1,Ofensivo,Erro
Alguém tem que tirar esse cara nojento do ar!,1,Ofensivo,Ofensivo
Em boca fechada não entra mosca nem sai asneira.,0,Não-ofensivo,Ofensivo
Há um ditado que boca fechada não entra mosquito.,0,Não-ofensivo,Erro
"Parabéns ao deputado coronel Tadeu, se fosse eu tinha feito pior",0,Não-ofensivo,Erro
"O interessante que vc entra na página de alguém é só lê críticas, como uma pessoa dessa representa um governo ?? Só mostra o quanto é um governo de mentira. Na verdade o governo fechou com rombo de 243 milhões, faz o L!!!!",1,Ofensivo,Ofensivo
As fotos do sítio de Atibaia dizem o oposto!!,0,Não-ofensivo,Erro
@hudsonformiga garoto do bem ❤️,0,Não-ofensivo,Erro
👏👏👏🇧🇷🇧🇷🇧🇷 será um Grande Presidente do Brasil,0,Não-ofensivo,Erro
Essa coisa esta se achando demais,1,Ofensivo,Erro
Pastor do inferno,1,Ofensivo,Erro
FDP ESSES DEPUTADOS E SENADORES TRAIRAS,1,Ofensivo,Ofensivo
Bom ver gente do bem reunida e reagindo 👏👏👊,0,Não-ofensivo,Erro
Empate técnico!! 😂😂😂😂😂,0,Não-ofensivo,Não-ofensivo
Grande Haddad . Grande Ministro. Sergipe agradece.,0,Não-ofensivo,Não-ofensivo
Congresso que não vale o que o gato enterra.,1,Ofensivo,Erro
Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta),1,Ofensivo,Ofensivo
Com certeza Manu!!!!,0,Não-ofensivo,Não-ofensivo
Parabéns pelo prêmio!,0,Não-ofensivo,Erro
Gente e o que tem a se comemorar pela invasão da Polônia? Prezado deputado o Sr sabe pq é por quem a Polônia foi invadida??,0,Não-ofensivo,Ofensivo
"Estamos em um grande barco a remo metade 50% rema para frente 25% não rema 25 % rema para trás ,e culpa do Presidente, não, somos nós brasileiros devemos remar ele apenas põe ordem na embarcação ,por favor Brasil temos muitos brasileiros que não fazem nada pra melhorar estamos no mesmo barco ,perde um perde todos ou tô errado?",0,Não-ofensivo,Ofensivo
"@geovannejcarraro deveriam deixar de assistir a Jovem Pan e se instruírem melhor. kkkkkk, é isso que vcs precisam.",1,Ofensivo,Não-ofensivo
"Brigando por mamadeira, e muito mimmimimimimimimi, tanta coisa para aprovar @carla.zambelli tanta coisa E vcs nessa safadeza, parece jardim 3 da escola..",1,Ofensivo,Ofensivo
Não podemos desistir do Brasil. Parabéns!,0,Não-ofensivo,Erro
Isso sim é entrevista de qualidade!,0,Não-ofensivo,Erro
Tem que ser uma pessoa muito especial viu para dar uma entrevista para uma pessoa de esquerda que nem a Leda Nagle não é para qualquer um não Parabéns Eduardo bolsonaro,1,Ofensivo,Ofensivo
"Quem está na frente de tudo é Deus, e agindo Deus Quem impedirá!!🙏",0,Não-ofensivo,Erro
"Como pode isso , vermes do congresso , dirigir-se a congressistas de outro país em detrimento dos interesses do 🇧🇷 , deve ter lei contra isso , o Brasil virou casa de mãe Joana ?? Pior q eles são os 💩💩💩 que votaram neles😡",1,Ofensivo,Ofensivo
Que mulheres que nos orgulham 👏👏👏👏👏👏,0,Não-ofensivo,Ofensivo
TVs queremos toda verdade: Descumpridor da Constituição/88 e mentiroso na cadeia Moro. INTERCEPT mostrou provando os atos ilícitos cometidos contra o estadista ímpar ex-presidente (Lula). Ate quando Bozó vai continuar acobertando o criminoso Moro?,1,Ofensivo,Ofensivo
Leda é maravilhosa!!,0,Não-ofensivo,Não-ofensivo
"Que coisa linda nunca tinha visto ,espero que o presidente fassa um aqui em SP GUARULHOS",0,Não-ofensivo,Erro
Milícia é máfia,1,Ofensivo,Erro
#somostodosdamares Deus te honre guerreira 🙏🙏🙏,0,Não-ofensivo,Erro
É o mito dos trabalhador,0,Não-ofensivo,Erro
"Parabéns Ministro, o maior de toda história da Educação do Brasil.",0,Não-ofensivo,Não-ofensivo
Eu quero Bolsonaro d volta,0,Não-ofensivo,Erro
